dataset_name,--dedups,--maps-and-filters argument,--filter-short-documents,--preprocessings,Reasons to remove
bigscience-catalogue-lm-data/lm_indic-or_pib,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-or_wikisource_filtered/data,dedup_document dedup_template_soft filter_remove_empty_docs,filter_wiki_user_titles filter_wiki_non_text_type,,dedup_document dedup_template_soft filter_remove_empty_docs filter_wiki_user_titles filter_wiki_non_text_type ,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-or_wikipedia/data,dedup_document filter_remove_empty_docs,filter_wiki_user_titles,,dedup_document filter_remove_empty_docs filter_wiki_user_titles ,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-or_wiktionary_filtered/data,dedup_document dedup_template_soft filter_remove_empty_docs,filter_wiki_user_titles filter_wiki_non_text_type,,dedup_document dedup_template_soft filter_remove_empty_docs filter_wiki_user_titles filter_wiki_non_text_type ,
bigscience-catalogue-lm-data/lm_indic-or_samanantar,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
bigscience-catalogue-lm-data/lm_indic-or_indic_nlp_corpus,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
bigscience-catalogue-lm-data/lm_indic-pa_ted_talks_iwslt,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-pa_bloom,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-pa_wikibooks_filtered/data,dedup_document filter_remove_empty_docs split_sentences_indic-pa dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_indic-pa dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-pa_opus100,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-pa_wiktionary_filtered/data,dedup_document filter_remove_empty_docs split_sentences_indic-pa dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_indic-pa dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-pa_pib,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-pa_wikisource_filtered/data,dedup_document dedup_template_soft filter_remove_empty_docs,filter_wiki_user_titles filter_wiki_non_text_type,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs filter_wiki_user_titles filter_wiki_non_text_type filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-pa_wikipedia/data,dedup_document filter_remove_empty_docs,filter_wiki_user_titles,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs filter_wiki_user_titles filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-pa_samanantar,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-pa_indic_nlp_corpus,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-ta_bloom,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-ta_mkb,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-ta_open_subtitles,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-ta_wikibooks_filtered/data,dedup_document filter_remove_empty_docs split_sentences_indic-ta dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_indic-ta dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-ta_wikiquote_filtered/data,dedup_document filter_remove_empty_docs split_sentences_indic-ta dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_indic-ta dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-ta_ted_talks_iwslt,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-ta_wikinews_filtered/data,dedup_document filter_remove_empty_docs split_sentences_indic-ta dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_indic-ta dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-ta_pib,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-ta_opus100,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-ta_wiktionary_filtered/data,dedup_document filter_remove_empty_docs split_sentences_indic-ta dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_indic-ta dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-ta_wikipedia/data,dedup_document filter_remove_empty_docs,filter_wiki_user_titles,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs filter_wiki_user_titles filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-ta_samanantar,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-ta_wikisource_filtered/data,dedup_document dedup_template_soft filter_remove_empty_docs,filter_wiki_user_titles filter_wiki_non_text_type,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs filter_wiki_user_titles filter_wiki_non_text_type filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-ta_indic_nlp_corpus,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-te_bloom,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-te_mkb,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-te_ted_talks_iwslt,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-te_wikiquote_filtered/data,dedup_document filter_remove_empty_docs split_sentences_indic-te dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_indic-te dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-te_open_subtitles,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-te_opus100,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-te_wikibooks_filtered/data,dedup_document filter_remove_empty_docs split_sentences_indic-te dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_indic-te dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-te_pib,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-te_wiktionary_filtered/data,dedup_document filter_remove_empty_docs split_sentences_indic-te dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_indic-te dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-te_wikisource_filtered/data,dedup_document dedup_template_soft filter_remove_empty_docs,filter_wiki_user_titles filter_wiki_non_text_type,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs filter_wiki_user_titles filter_wiki_non_text_type filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-te_wikipedia/data,dedup_document filter_remove_empty_docs,filter_wiki_user_titles,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs filter_wiki_user_titles filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-te_samanantar,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-te_indic_nlp_corpus,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-ur_bloom,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-ur_mkb,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-ur_wikiquote_filtered/data,dedup_document dedup_template_soft filter_remove_empty_docs,filter_wiki_user_titles filter_wiki_non_text_type,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs filter_wiki_user_titles filter_wiki_non_text_type filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-ur_open_subtitles,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-ur_ted_talks_iwslt,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-ur_wikibooks_filtered/data,dedup_document dedup_template_soft filter_remove_empty_docs,filter_wiki_user_titles filter_wiki_non_text_type,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs filter_wiki_user_titles filter_wiki_non_text_type filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-ur_wiktionary_filtered/data,dedup_document dedup_template_soft filter_remove_empty_docs,filter_wiki_user_titles filter_wiki_non_text_type,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs filter_wiki_user_titles filter_wiki_non_text_type filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-ur_pib,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-ur_opus100,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-ur_wikipedia/data,dedup_document filter_remove_empty_docs,filter_wiki_user_titles,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs filter_wiki_user_titles filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-ur_leipzig_wortschatz_urdu_newscrawl_2016_sentences,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-ur_urdu-monolingual-corpus,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-ur_leipzig_wortschatz_urdu-pk_web_2019_sentences,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_pt_bloom,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_pt_wikimedia_filtered/data,dedup_document filter_remove_empty_docs split_sentences_pt dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_pt dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_pt_wikivoyage_filtered/data,dedup_document filter_remove_empty_docs split_sentences_pt dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_pt dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_pt_qedcorpus,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_pt_wikiquote_filtered/data,dedup_document filter_remove_empty_docs split_sentences_pt dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_pt dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_pt_wikiversity_filtered/data,dedup_document filter_remove_empty_docs split_sentences_pt dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_pt dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_pt_wikibooks_filtered/data,dedup_document filter_remove_empty_docs split_sentences_pt dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_pt dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_pt_opus100,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_pt_wikinews_filtered/data,dedup_document filter_remove_empty_docs split_sentences_pt dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_pt dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_pt_project_gutenberg,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_pt_ted_talks_iwslt,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_pt_wiktionary_filtered/data,dedup_document filter_remove_empty_docs split_sentences_pt dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_pt dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_pt_pseudocrawl-filtered_672_pt_globalvoices_org,dedup_document_on_url dedup_document dedup_pseudocrawl_newspapers filter_remove_empty_docs,remove_lines_with_code,filter_small_docs_bytes_300,dedup_document_on_url dedup_document dedup_pseudocrawl_newspapers filter_remove_empty_docs remove_lines_with_code filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_pt_wikisource_filtered/data,dedup_document dedup_template_soft filter_remove_empty_docs,filter_wiki_user_titles filter_wiki_non_text_type,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs filter_wiki_user_titles filter_wiki_non_text_type filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_pt_the_pile_europarl,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_pt_scielo,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_pt_wikipedia/data,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_pt_open_subtitles,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_pt_brwac,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_vi_bloom,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_vi_uit_vsmec,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_vi_vietnamese_students_feedback,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_vi_wikiquote_filtered/data,dedup_document filter_remove_empty_docs split_sentences_vi dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_vi dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_vi_vinbigdata_asr_vlsp_2020,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_vi_wikivoyage_filtered/data,dedup_document filter_remove_empty_docs split_sentences_vi dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_vi dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_vi_opus100,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_vi_ted_talks_iwslt,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_vi_wikibooks_filtered/data,dedup_document filter_remove_empty_docs split_sentences_vi dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_vi dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_vi_data_on_covid_19_news_coverage_in_vietnam,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_vi_vietnamese_poetry,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_vi_wiktionary_filtered/data,dedup_document filter_remove_empty_docs split_sentences_vi dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_vi dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_vi_wikisource_filtered/data,dedup_document dedup_template_soft filter_remove_empty_docs,filter_wiki_user_titles filter_wiki_non_text_type,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs filter_wiki_user_titles filter_wiki_non_text_type filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_vi_open_subtitles,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_vi_vntq_corpus_big,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_vi_vinbigdata_mt_vlsp_2020,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_vi_wikipedia/data,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_vi_vietai_sat,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_vi_vinbigdata_monolingual_vlsp_2020,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_vi_binhvq_news_corpus,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_zh_bloom,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_1024,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_1024,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_zh_wikiquote_filtered/data,dedup_document filter_remove_empty_docs split_sentences_zhs dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_1024,dedup_document filter_remove_empty_docs split_sentences_zhs dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_1024,
